Id,Unknown0,Level,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,Stat1Group,Stat2Group,Stat3Group,Stat4Group,Domain,Name,GenerationType,CorrectGroup,Data0Length,Data0,Data1Length,Data1,Unknown22,Unknown23,Data2Length,Data2,Unknown26,Data3Length,Data3,Data4Length,Data4,Metadata,Unknown32
"LocalIncreasedPhysicalDamagePercentUniqueRapier2",57497,1,120,150,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,54832,0,54832,-72340172838076674,0,0,54832,-72340172838076674,0,54832,0,54832,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueClaw4",29916,1,80,100,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,54992,0,54992,-72340172838076674,0,0,54992,-72340172838076674,0,54992,0,54992,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueClaw5",64296,1,80,100,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55152,0,55152,-72340172838076674,0,0,55152,-72340172838076674,0,55152,0,55152,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueClaw6",44672,1,60,80,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55312,0,55312,-72340172838076674,0,0,55312,-72340172838076674,0,55312,0,55312,"",-72340172838076674
"LocalReducedPhysicalDamagePercentUniqueBow8",58049,1,-120,-120,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55466,0,55466,-72340172838076674,0,0,55466,-72340172838076674,0,55466,0,55466,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueOneHandAxe1",32829,1,100,140,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55638,0,55638,-72340172838076674,0,0,55638,-72340172838076674,0,55638,0,55638,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueOneHandSword4",16806,1,250,300,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55814,0,55814,-72340172838076674,0,0,55814,-72340172838076674,0,55814,0,55814,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueTwoHandAxe5",55491,1,120,160,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,55986,0,55986,-72340172838076674,0,0,55986,-72340172838076674,0,55986,0,55986,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueTwoHandSword5",55579,1,80,120,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,56162,0,56162,-72340172838076674,0,0,56162,-72340172838076674,0,56162,0,56162,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueSceptre5",58461,1,80,120,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,56328,0,56328,-72340172838076674,0,0,56328,-72340172838076674,0,56328,0,56328,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueTwoHandAxe6",27725,1,80,120,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,56500,0,56500,-72340172838076674,0,0,56500,-72340172838076674,0,56500,0,56500,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueBow10",8245,1,50,70,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,56660,0,56660,-72340172838076674,0,0,56660,-72340172838076674,0,56660,0,56660,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueTwoHandMace7",47834,1,80,100,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,56834,0,56834,-72340172838076674,0,0,56834,-72340172838076674,0,56834,0,56834,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueDescentStaff1",17427,1,100,100,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,57010,0,57010,-72340172838076674,0,0,57010,-72340172838076674,0,57010,0,57010,"",-72340172838076674
"LocalIncreasedPhysicalDamagePercentUniqueDescentBow1",36121,1,70,70,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,57182,0,57182,-72340172838076674,0,0,57182,-72340172838076674,0,57182,0,57182,"",-72340172838076674
"LocalReducedPhysicalDamagePercentUniqueTwoHandSword6",17055,1,-120,-120,0,0,0,0,0,0,27,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPhysicalDamagePercent",0,57354,0,57354,-72340172838076674,0,0,57354,-72340172838076674,0,57354,0,57354,"",-72340172838076674
"IncreasedPhysicalDamagePercentOnLowLifeUniqueOneHandSword1",27890,1,100,100,0,0,0,0,0,0,591,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamagePercentOnLowLife",0,57546,0,57546,-72340172838076674,0,0,57546,-72340172838076674,0,57546,0,57546,"",-72340172838076674
"ReducedPhysicalDamagePercentOnLowLifeUniqueHelmetDex4",44819,1,-50,-50,0,0,0,0,0,0,591,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamagePercentOnLowLife",0,57728,0,57728,-72340172838076674,0,0,57728,-72340172838076674,0,57728,0,57728,"",-72340172838076674
"LocalAddedPhysicalDamage1",57052,2,1,1,2,3,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Glinting",1,"PhysicalDamage",2,57838,2,57854,-72340172838076674,0,0,57862,-72340172838076674,0,57862,0,57862,"",-72340172838076674
"LocalAddedPhysicalDamage2",8834,13,4,5,8,9,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Burnished",1,"PhysicalDamage",2,57974,2,57990,-72340172838076674,0,0,57998,-72340172838076674,0,57998,0,57998,"",-72340172838076674
"LocalAddedPhysicalDamage3",8687,21,6,8,12,14,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Polished",1,"PhysicalDamage",2,58108,2,58124,-72340172838076674,0,0,58132,-72340172838076674,0,58132,0,58132,"",-72340172838076674
"LocalAddedPhysicalDamage4",51580,29,7,10,15,18,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Honed",1,"PhysicalDamage",2,58236,2,58252,-72340172838076674,0,0,58260,-72340172838076674,0,58260,0,58260,"",-72340172838076674
"LocalAddedPhysicalDamage5",37163,36,9,12,19,22,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Gleaming",1,"PhysicalDamage",2,58370,2,58386,-72340172838076674,0,0,58394,-72340172838076674,0,58394,0,58394,"",-72340172838076674
"LocalAddedPhysicalDamage6",5091,46,12,16,24,28,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Annealed",1,"PhysicalDamage",2,58504,2,58520,-72340172838076674,0,0,58528,-72340172838076674,0,58528,0,58528,"",-72340172838076674
"LocalAddedPhysicalDamage7",4550,54,13,18,27,32,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Razor Sharp",1,"PhysicalDamage",2,58644,2,58660,-72340172838076674,0,0,58668,-72340172838076674,0,58668,0,58668,"",-72340172838076674
"LocalAddedPhysicalDamage8",58187,65,16,22,33,38,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Tempered",1,"PhysicalDamage",2,58778,2,58794,-72340172838076674,0,0,58802,-72340172838076674,0,58802,0,58802,"",-72340172838076674
"LocalAddedPhysicalDamage9",29167,77,19,25,38,45,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Flaring",1,"PhysicalDamage",2,58910,2,58926,-72340172838076674,0,0,58934,-72340172838076674,0,58934,0,58934,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand1",46537,2,2,2,4,5,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Glinting",1,"PhysicalDamage",2,59058,2,59074,-72340172838076674,0,0,59082,-72340172838076674,0,59082,0,59082,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand2",30674,13,6,8,12,14,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Burnished",1,"PhysicalDamage",2,59208,2,59224,-72340172838076674,0,0,59232,-72340172838076674,0,59232,0,59232,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand3",46608,21,9,12,18,21,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Polished",1,"PhysicalDamage",2,59356,2,59372,-72340172838076674,0,0,59380,-72340172838076674,0,59380,0,59380,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand4",37698,29,11,15,23,27,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Honed",1,"PhysicalDamage",2,59498,2,59514,-72340172838076674,0,0,59522,-72340172838076674,0,59522,0,59522,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand5",12788,36,14,19,28,33,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Gleaming",1,"PhysicalDamage",2,59646,2,59662,-72340172838076674,0,0,59670,-72340172838076674,0,59670,0,59670,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand6",2685,46,18,24,36,42,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Annealed",1,"PhysicalDamage",2,59794,2,59810,-72340172838076674,0,0,59818,-72340172838076674,0,59818,0,59818,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand7",16635,54,20,27,41,48,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Razor Sharp",1,"PhysicalDamage",2,59948,2,59964,-72340172838076674,0,0,59972,-72340172838076674,0,59972,0,59972,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand8",11919,65,24,33,49,57,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Tempered",1,"PhysicalDamage",2,60096,2,60112,-72340172838076674,0,0,60120,-72340172838076674,0,60120,0,60120,"",-72340172838076674
"LocalAddedPhysicalDamageTwoHand9",21033,77,29,38,58,68,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"Flaring",1,"PhysicalDamage",2,60242,2,60258,-72340172838076674,0,0,60266,-72340172838076674,0,60266,0,60266,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueBow1",13197,1,6,12,20,32,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60378,0,60378,-72340172838076674,0,0,60378,-72340172838076674,0,60378,0,60378,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueOneHandSword1",7628,1,2,2,6,6,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60508,0,60508,-72340172838076674,0,0,60508,-72340172838076674,0,60508,0,60508,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueTwoHandMace3",40207,1,10,10,20,20,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60636,0,60636,-72340172838076674,0,0,60636,-72340172838076674,0,60636,0,60636,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueClaw3",64230,1,10,10,12,12,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60750,0,60750,-72340172838076674,0,0,60750,-72340172838076674,0,60750,0,60750,"",-72340172838076674
"LocalAddedPhysicalDamageOneHandAxe1",27618,1,10,10,20,20,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60864,0,60864,-72340172838076674,0,0,60864,-72340172838076674,0,60864,0,60864,"",-72340172838076674
"LocalAddedPhysicalDamageOneHandSword3",2106,1,19,28,31,40,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,60982,0,60982,-72340172838076674,0,0,60982,-72340172838076674,0,60982,0,60982,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueDescentDagger1",19205,1,1,1,4,4,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,61114,0,61114,-72340172838076674,0,0,61114,-72340172838076674,0,61114,0,61114,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueDescentOneHandAxe1",21006,1,2,2,4,4,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,61254,0,61254,-72340172838076674,0,0,61254,-72340172838076674,0,61254,0,61254,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueDescentStaff1",36087,1,2,2,4,4,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,61384,0,61384,-72340172838076674,0,0,61384,-72340172838076674,0,61384,0,61384,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent1",49486,3,11,28,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Protective",1,"EnergyShieldPercent",2,61526,2,61542,-72340172838076674,0,0,61550,-72340172838076674,0,61550,0,61550,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueDagger2",2393,1,12,12,24,24,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,61668,0,61668,-72340172838076674,0,0,61668,-72340172838076674,0,61668,0,61668,"",-72340172838076674
"LocalAddedPhysicalDamageUniqueDagger8",45470,1,50,60,120,140,0,0,0,0,32,33,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamage",0,61786,0,61786,-72340172838076674,0,0,61786,-72340172838076674,0,61786,0,61786,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent2",31073,18,29,46,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Strong-Willed",1,"EnergyShieldPercent",2,61934,2,61950,-72340172838076674,0,0,61958,-72340172838076674,0,61958,0,61958,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent3",48998,30,47,64,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Resolute",1,"EnergyShieldPercent",2,62096,2,62112,-72340172838076674,0,0,62120,-72340172838076674,0,62120,0,62120,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent4",183,44,65,82,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Fearless",1,"EnergyShieldPercent",2,62258,2,62274,-72340172838076674,0,0,62282,-72340172838076674,0,62282,0,62282,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent5",7973,60,83,100,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Dauntless",1,"EnergyShieldPercent",2,62422,2,62438,-72340172838076674,0,0,62446,-72340172838076674,0,62446,0,62446,"",-72340172838076674
"LocalIncreasedEnergyShieldPercent6",25968,72,101,120,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"Unconquerable",1,"EnergyShieldPercent",2,62594,2,62610,-72340172838076674,0,0,62618,-72340172838076674,0,62618,0,62618,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueBodyStrInt1",6130,1,60,60,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,62772,0,62772,-72340172838076674,0,0,62772,-72340172838076674,0,62772,0,62772,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueIntHelmet1",8405,1,12,24,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,62928,0,62928,-72340172838076674,0,0,62928,-72340172838076674,0,62928,0,62928,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueBootsInt1",41670,1,10,16,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,63082,0,63082,-72340172838076674,0,0,63082,-72340172838076674,0,63082,0,63082,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueShieldInt1",59728,1,120,160,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,63234,0,63234,-72340172838076674,0,0,63234,-72340172838076674,0,63234,0,63234,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueShieldInt2",5081,1,40,80,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,63386,0,63386,-72340172838076674,0,0,63386,-72340172838076674,0,63386,0,63386,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueBodyInt8",974,1,75,100,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,63534,0,63534,-72340172838076674,0,0,63534,-72340172838076674,0,63534,0,63534,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBootsInt2",7143,1,10,20,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,63674,0,63674,-72340172838076674,0,0,63674,-72340172838076674,0,63674,0,63674,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesInt1",17312,1,18,18,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,63816,0,63816,-72340172838076674,0,0,63816,-72340172838076674,0,63816,0,63816,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesInt2",29351,1,16,16,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,63958,0,63958,-72340172838076674,0,0,63958,-72340172838076674,0,63958,0,63958,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueHelmetInt4",49163,1,100,120,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64096,0,64096,-72340172838076674,0,0,64096,-72340172838076674,0,64096,0,64096,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBootsInt4",34966,1,40,60,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64232,0,64232,-72340172838076674,0,0,64232,-72340172838076674,0,64232,0,64232,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBodyInt1",37404,1,140,200,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64366,0,64366,-72340172838076674,0,0,64366,-72340172838076674,0,64366,0,64366,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBodyInt3",49301,1,180,220,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64500,0,64500,-72340172838076674,0,0,64500,-72340172838076674,0,64500,0,64500,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBodyInt4",59586,1,190,230,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64634,0,64634,-72340172838076674,0,0,64634,-72340172838076674,0,64634,0,64634,"",-72340172838076674
"LocalIncreasedEnergyShieldPercentUniqueBootsInt5",23018,1,150,200,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64784,0,64784,-72340172838076674,0,0,64784,-72340172838076674,0,64784,0,64784,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueBodyInt7",31733,1,100,120,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,64918,0,64918,-72340172838076674,0,0,64918,-72340172838076674,0,64918,0,64918,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesInt4",56311,1,40,60,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,65056,0,65056,-72340172838076674,0,0,65056,-72340172838076674,0,65056,0,65056,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesInt5",59078,1,100,120,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,65194,0,65194,-72340172838076674,0,0,65194,-72340172838076674,0,65194,0,65194,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesInt6",43989,1,280,350,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,65332,0,65332,-72340172838076674,0,0,65332,-72340172838076674,0,65332,0,65332,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueGlovesDexInt3",1989,1,25,30,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,65480,0,65480,-72340172838076674,0,0,65480,-72340172838076674,0,65480,0,65480,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueHelmetInt5_",51221,1,40,60,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,65624,0,65624,-72340172838076674,0,0,65624,-72340172838076674,0,65624,0,65624,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueHelmetInt6",56655,1,40,60,0,0,0,0,0,0,135,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedEnergyShield",0,65766,0,65766,-72340172838076674,0,0,65766,-72340172838076674,0,65766,0,65766,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueHelmetInt7",52353,1,120,150,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,65904,0,65904,-72340172838076674,0,0,65904,-72340172838076674,0,65904,0,65904,"",-72340172838076674
"LocalIncreasedEnergyShieldUniqueShieldInt3",15316,1,80,100,0,0,0,0,0,0,136,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,66042,0,66042,-72340172838076674,0,0,66042,-72340172838076674,0,66042,0,66042,"",-72340172838076674
"IncreasedEnergyShieldPercentUniqueOneHandSword2",10116,1,40,50,0,0,0,0,0,0,134,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldPercent",0,66190,0,66190,-72340172838076674,0,0,66190,-72340172838076674,0,66190,0,66190,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent1",11097,3,11,28,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Reinforced",1,"IncreasedPhysicalDamageReductionRatingPercent",2,66418,2,66434,-72340172838076674,0,0,66442,-72340172838076674,0,66442,0,66442,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent2",53995,17,29,46,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Layered",1,"IncreasedPhysicalDamageReductionRatingPercent",2,66664,2,66680,-72340172838076674,0,0,66688,-72340172838076674,0,66688,0,66688,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent3",39712,29,47,64,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Lobstered",1,"IncreasedPhysicalDamageReductionRatingPercent",2,66914,2,66930,-72340172838076674,0,0,66938,-72340172838076674,0,66938,0,66938,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent4",30594,42,65,82,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Buttressed",1,"IncreasedPhysicalDamageReductionRatingPercent",2,67166,2,67182,-72340172838076674,0,0,67190,-72340172838076674,0,67190,0,67190,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent5",31993,60,83,100,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Thickened",1,"IncreasedPhysicalDamageReductionRatingPercent",2,67416,2,67432,-72340172838076674,0,0,67440,-72340172838076674,0,67440,0,67440,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingPercent6",10386,72,101,120,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"Girded",1,"IncreasedPhysicalDamageReductionRatingPercent",2,67660,2,67676,-72340172838076674,0,0,67684,-72340172838076674,0,67684,0,67684,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueBodyStrInt1",48351,1,60,60,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,67910,0,67910,-72340172838076674,0,0,67910,-72340172838076674,0,67910,0,67910,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueHelmetStr1",44569,1,15,25,0,0,0,0,0,0,368,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRating",0,68120,0,68120,-72340172838076674,0,0,68120,-72340172838076674,0,68120,0,68120,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueBootsStr1",35391,1,50,80,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,68342,0,68342,-72340172838076674,0,0,68342,-72340172838076674,0,68342,0,68342,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueGlovesStr1",11242,1,10,20,0,0,0,0,0,0,368,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRating",0,68552,0,68552,-72340172838076674,0,0,68552,-72340172838076674,0,68552,0,68552,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueGlovesStr2",48742,1,40,60,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,68776,0,68776,-72340172838076674,0,0,68776,-72340172838076674,0,68776,0,68776,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueShieldStr2",54409,1,60,80,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,69000,0,69000,-72340172838076674,0,0,69000,-72340172838076674,0,69000,0,69000,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueShieldStr3",54539,1,120,150,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,69224,0,69224,-72340172838076674,0,0,69224,-72340172838076674,0,69224,0,69224,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueGlovesStrDex3",32580,1,35,45,0,0,0,0,0,0,368,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRating",0,69440,0,69440,-72340172838076674,0,0,69440,-72340172838076674,0,69440,0,69440,"",-72340172838076674
"LocalIncreasedPhysicalDamageReductionRatingUniqueHelmetStr3",50657,1,100,120,0,0,0,0,0,0,118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedPhysicalDamageReductionRatingPercent",0,69664,0,69664,-72340172838076674,0,0,69664,-72340172838076674,0,69664,0,69664,"",-72340172838076674
